MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
RET2.4,102658,BAY066,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/14/87,8:30:00,15.7,,,9.1,M ,ISM,M1,SALINITY,,8.31,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,0.3,S ,ISM,M1,SALINITY,,8.76,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,0.3,S ,ISM,M1,SALINITY,,8,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,4.6,M ,ISM,M1,SALINITY,,9.78,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,9.1,M ,ISM,M1,SALINITY,,10.04,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,13.7,M ,ISM,M1,SALINITY,,10.24,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,15.6,B ,ISM,M1,SALINITY,,10.3,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,4.6,M ,ISM,M1,SALINITY,,11.21,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,9.1,M ,ISM,M1,SALINITY,,13.79,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,0.3,S ,ISM,M1,SALINITY,,8.69,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,15.7,B ,ISM,M1,SALINITY,,15,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,13.7,M ,ISM,M1,SALINITY,,14.66,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,4.6,M ,ISM,M1,SALINITY,,12.13,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,15.8,B ,ISM,M1,SALINITY,,14.26,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,9.1,M ,ISM,M1,SALINITY,,13.73,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,13.7,M ,ISM,M1,SALINITY,,14.06,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,0.3,S ,ISM,M1,SALINITY,,6.43,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,15.5,B ,ISM,M1,SALINITY,,14.6,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,4.6,M ,ISM,M1,SALINITY,,11.61,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,9.1,M ,ISM,M1,SALINITY,,13.99,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,0.3,S ,ISM,M1,SALINITY,,7.12,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,13.7,M ,ISM,M1,SALINITY,,14.13,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,4.6,M ,ISM,M1,SALINITY,,8.25,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,9.1,M ,ISM,M1,SALINITY,,8.95,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108778,BAY075,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/28/88,9:00:00,15.1,,,0.3,S ,ISM,M1,SALINITY,,5.82,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,15.3,B ,ISM,M1,SALINITY,,10.04,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,13.7,M ,ISM,M1,SALINITY,,9.85,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108778,BAY075,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/28/88,9:00:00,15.1,,,4.6,M ,ISM,M1,SALINITY,,6.68,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108778,BAY075,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/28/88,9:00:00,15.1,,,13,B ,ISM,M1,SALINITY,,9.14,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108778,BAY075,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/28/88,9:00:00,15.1,,,9.1,M ,ISM,M1,SALINITY,,8.69,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,4.6,M ,ISM,M1,SALINITY,,4.72,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,9.1,M ,ISM,M1,SALINITY,,8.25,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,13.7,M ,ISM,M1,SALINITY,,9.01,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,15.1,B ,ISM,M1,SALINITY,,9.27,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,0.3,S ,ISM,M1,SALINITY,,3.93,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,0.3,S ,ISM,M1,SALINITY,,4.16,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,15.2,B ,ISM,M1,SALINITY,,10.11,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,4.6,M ,ISM,M1,SALINITY,,6.56,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,9.1,M ,ISM,M1,SALINITY,,9.2,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,0.3,S ,ISM,M1,SALINITY,,2.93,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,0.3,S ,ISM,M1,SALINITY,,0,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,13.7,M ,ISM,M1,SALINITY,,10.11,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,4.6,M ,ISM,M1,SALINITY,,3.58,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,9.1,M ,ISM,M1,SALINITY,,4.23,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,15.3,B ,ISM,M1,SALINITY,,5.16,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,13.7,M ,ISM,M1,SALINITY,,5.09,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,4.6,M ,ISM,M1,SALINITY,,0,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,14.4,B ,ISM,M1,SALINITY,,3.44,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,9.1,M ,ISM,M1,SALINITY,,1.11,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,13.7,M ,ISM,M1,SALINITY,,3.43,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,0.3,S ,ISM,M1,SALINITY,,4.42,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,15.5,B ,ISM,M1,SALINITY,,7.62,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,4.6,M ,ISM,M1,SALINITY,,4.55,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,9.1,M ,ISM,M1,SALINITY,,5.34,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95300,BAY081,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/20/88,9:15:00,16.9,,,0.3,S ,ISM,M1,SALINITY,,5.44,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,13.7,M ,ISM,M1,SALINITY,,7.68,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95300,BAY081,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/20/88,9:15:00,16.9,,,4.6,M ,ISM,M1,SALINITY,,5.97,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95300,BAY081,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/20/88,9:15:00,16.9,,,9.1,M ,ISM,M1,SALINITY,,6.65,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95300,BAY081,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/20/88,9:15:00,16.9,,,13.7,M ,ISM,M1,SALINITY,,8.12,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95300,BAY081,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/20/88,9:15:00,16.9,,,16.6,B ,ISM,M1,SALINITY,,8.39,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,0.5,S ,ISM,M1,SALINITY,,8.74,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35622,BAY155,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/30/92,8:55:00,15.6,7.5,7.5,14.6,B ,ISM,M1,SALINITY,,13.59,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,2,AP,ISM,M1,SALINITY,,8.91,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,1,M ,ISM,M1,SALINITY,,8.86,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35622,BAY155,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/30/92,8:55:00,15.6,7.5,7.5,14,M ,ISM,M1,SALINITY,,13.53,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,3,M ,ISM,M1,SALINITY,,8.89,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,4,M ,ISM,M1,SALINITY,,10.17,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,8,BP,ISM,M1,SALINITY,,12.57,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,5,M ,ISM,M1,SALINITY,,11.1,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,6,M ,ISM,M1,SALINITY,,11.44,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,7,M ,ISM,M1,SALINITY,,12.17,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,9,M ,ISM,M1,SALINITY,,12.87,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,14.8,B ,ISM,M1,SALINITY,,13.77,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,10,M ,ISM,M1,SALINITY,,13.33,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,11,M ,ISM,M1,SALINITY,,13.18,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,12,M ,ISM,M1,SALINITY,,13.73,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,13,M ,ISM,M1,SALINITY,,13.73,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,0.5,S ,ISM,M1,SALINITY,,3.01,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,2,AP,ISM,M1,SALINITY,,3.42,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,8,BP,ISM,M1,SALINITY,,11.11,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,35778,BAY156,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/13/92,8:35:00,15.8,3.5,6.5,14,M ,ISM,M1,SALINITY,,13.75,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,1,M ,ISM,M1,SALINITY,,3.1,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,3,M ,ISM,M1,SALINITY,,3.81,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,4,M ,ISM,M1,SALINITY,,6.97,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,15,B ,ISM,M1,SALINITY,,11.55,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,0.5,S ,ISM,M1,SALINITY,,4.12,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,5,M ,ISM,M1,SALINITY,,8.81,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,6,M ,ISM,M1,SALINITY,,9.27,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,7,M ,ISM,M1,SALINITY,,10.53,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,9,M ,ISM,M1,SALINITY,,11.36,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,10,M ,ISM,M1,SALINITY,,11.44,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,11,M ,ISM,M1,SALINITY,,11.49,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,12,M ,ISM,M1,SALINITY,,11.51,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,13,M ,ISM,M1,SALINITY,,11.54,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,5,AP,ISM,M1,SALINITY,,5.79,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36021,BAY157,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/27/92,8:02:00,16,3.5,6.5,14,M ,ISM,M1,SALINITY,,11.49,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,1,M ,ISM,M1,SALINITY,,4.51,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,2,M ,ISM,M1,SALINITY,,4.81,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,3,M ,ISM,M1,SALINITY,,5.06,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,8,BP,ISM,M1,SALINITY,,7.17,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,4,M ,ISM,M1,SALINITY,,5.36,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,6,M ,ISM,M1,SALINITY,,6.12,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,7,M ,ISM,M1,SALINITY,,6.74,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,9,M ,ISM,M1,SALINITY,,7.51,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,15.7,B ,ISM,M1,SALINITY,,7.78,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,10,M ,ISM,M1,SALINITY,,7.61,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,11,M ,ISM,M1,SALINITY,,7.65,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,12,M ,ISM,M1,SALINITY,,7.67,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,13,M ,ISM,M1,SALINITY,,7.67,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,0.5,AP,ISM,M1,SALINITY,,5.97,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,0.5,S ,ISM,M1,SALINITY,,5.97,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,9,BP,ISM,M1,SALINITY,,9.53,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,6,M ,ISM,M1,SALINITY,,8.66,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,7,M ,ISM,M1,SALINITY,,8.86,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,8,M ,ISM,M1,SALINITY,,9.46,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,10,M ,ISM,M1,SALINITY,,9.94,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,14,M ,ISM,M1,SALINITY,,7.7,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36163,BAY158,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/11/92,8:30:00,16.7,6.5,,15,M ,ISM,M1,SALINITY,,7.72,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,1,M ,ISM,M1,SALINITY,,6.23,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,2,M ,ISM,M1,SALINITY,,6.85,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,3,M ,ISM,M1,SALINITY,,7.81,PPT,F01 ,,,,,,38.3626,-76.99063,T3
