WATERBODY,STATION,LEASE,LATITUDE,LONGITUDE,DEPLOYMENT_PERIOD,TIMESTAMP,SENSOR,DEPTH,VARIABLE,VALUE,UNITS,MOORING
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 06:48:55 PM,aquaMeasure-671046,2,Temperature,3.86,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 06:58:55 PM,aquaMeasure-671046,2,Temperature,3.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 07:08:55 PM,aquaMeasure-671046,2,Temperature,3.9,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 07:18:55 PM,aquaMeasure-671046,2,Temperature,3.92,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 07:28:55 PM,aquaMeasure-671046,2,Temperature,3.96,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 07:38:55 PM,aquaMeasure-671046,2,Temperature,4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 07:48:55 PM,aquaMeasure-671046,2,Temperature,4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 07:58:55 PM,aquaMeasure-671046,2,Temperature,4.02,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 08:08:55 PM,aquaMeasure-671046,2,Temperature,4.02,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 08:18:55 PM,aquaMeasure-671046,2,Temperature,4.02,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 08:28:55 PM,aquaMeasure-671046,2,Temperature,4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 08:38:55 PM,aquaMeasure-671046,2,Temperature,3.94,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 08:48:55 PM,aquaMeasure-671046,2,Temperature,3.96,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 08:58:55 PM,aquaMeasure-671046,2,Temperature,3.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 09:08:55 PM,aquaMeasure-671046,2,Temperature,3.9,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 09:18:55 PM,aquaMeasure-671046,2,Temperature,3.9,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 09:28:55 PM,aquaMeasure-671046,2,Temperature,3.86,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 09:38:55 PM,aquaMeasure-671046,2,Temperature,3.86,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 09:48:55 PM,aquaMeasure-671046,2,Temperature,3.84,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 09:58:55 PM,aquaMeasure-671046,2,Temperature,3.8,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 10:08:55 PM,aquaMeasure-671046,2,Temperature,3.76,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 10:18:55 PM,aquaMeasure-671046,2,Temperature,3.78,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 10:28:55 PM,aquaMeasure-671046,2,Temperature,3.76,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 10:38:55 PM,aquaMeasure-671046,2,Temperature,3.72,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 10:48:55 PM,aquaMeasure-671046,2,Temperature,3.64,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 10:58:55 PM,aquaMeasure-671046,2,Temperature,3.6,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 11:08:55 PM,aquaMeasure-671046,2,Temperature,3.58,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 11:18:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 11:28:55 PM,aquaMeasure-671046,2,Temperature,3.54,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 11:38:55 PM,aquaMeasure-671046,2,Temperature,3.5,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 11:48:55 PM,aquaMeasure-671046,2,Temperature,3.46,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/21 11:58:55 PM,aquaMeasure-671046,2,Temperature,3.44,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:08:55 AM,aquaMeasure-671046,2,Temperature,3.4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:18:55 AM,aquaMeasure-671046,2,Temperature,3.38,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:28:55 AM,aquaMeasure-671046,2,Temperature,3.34,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:38:55 AM,aquaMeasure-671046,2,Temperature,3.34,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:48:55 AM,aquaMeasure-671046,2,Temperature,3.32,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:58:55 AM,aquaMeasure-671046,2,Temperature,3.32,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:08:55 AM,aquaMeasure-671046,2,Temperature,3.34,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:18:55 AM,aquaMeasure-671046,2,Temperature,3.32,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:28:55 AM,aquaMeasure-671046,2,Temperature,3.28,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:38:55 AM,aquaMeasure-671046,2,Temperature,3.28,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:48:55 AM,aquaMeasure-671046,2,Temperature,3.28,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:58:55 AM,aquaMeasure-671046,2,Temperature,3.28,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:08:55 AM,aquaMeasure-671046,2,Temperature,3.28,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:18:55 AM,aquaMeasure-671046,2,Temperature,3.26,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:28:55 AM,aquaMeasure-671046,2,Temperature,3.26,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:38:55 AM,aquaMeasure-671046,2,Temperature,3.26,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:48:55 AM,aquaMeasure-671046,2,Temperature,3.28,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:58:55 AM,aquaMeasure-671046,2,Temperature,3.32,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:08:55 AM,aquaMeasure-671046,2,Temperature,3.24,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:18:55 AM,aquaMeasure-671046,2,Temperature,3.28,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:28:55 AM,aquaMeasure-671046,2,Temperature,3.3,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:38:55 AM,aquaMeasure-671046,2,Temperature,3.4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:48:55 AM,aquaMeasure-671046,2,Temperature,3.5,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:58:55 AM,aquaMeasure-671046,2,Temperature,3.52,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:08:55 AM,aquaMeasure-671046,2,Temperature,3.5,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:18:55 AM,aquaMeasure-671046,2,Temperature,3.48,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:28:55 AM,aquaMeasure-671046,2,Temperature,3.52,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:38:55 AM,aquaMeasure-671046,2,Temperature,3.58,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:48:55 AM,aquaMeasure-671046,2,Temperature,3.6,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:58:55 AM,aquaMeasure-671046,2,Temperature,3.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:08:55 AM,aquaMeasure-671046,2,Temperature,3.86,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:18:55 AM,aquaMeasure-671046,2,Temperature,3.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:28:55 AM,aquaMeasure-671046,2,Temperature,3.9,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:38:55 AM,aquaMeasure-671046,2,Temperature,3.9,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:48:55 AM,aquaMeasure-671046,2,Temperature,3.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:58:55 AM,aquaMeasure-671046,2,Temperature,3.86,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:08:55 AM,aquaMeasure-671046,2,Temperature,3.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:18:55 AM,aquaMeasure-671046,2,Temperature,3.9,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:28:55 AM,aquaMeasure-671046,2,Temperature,3.96,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:38:55 AM,aquaMeasure-671046,2,Temperature,3.96,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:48:55 AM,aquaMeasure-671046,2,Temperature,3.98,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:58:55 AM,aquaMeasure-671046,2,Temperature,4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 07:08:55 AM,aquaMeasure-671046,2,Temperature,4.04,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 07:18:55 AM,aquaMeasure-671046,2,Temperature,4.06,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 07:28:55 AM,aquaMeasure-671046,2,Temperature,4.06,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 07:38:55 AM,aquaMeasure-671046,2,Temperature,4.08,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 07:48:55 AM,aquaMeasure-671046,2,Temperature,4.1,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 07:58:55 AM,aquaMeasure-671046,2,Temperature,4.12,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 08:08:55 AM,aquaMeasure-671046,2,Temperature,4.16,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 08:18:55 AM,aquaMeasure-671046,2,Temperature,4.18,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 08:28:55 AM,aquaMeasure-671046,2,Temperature,4.2,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 08:38:55 AM,aquaMeasure-671046,2,Temperature,4.22,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 08:48:55 AM,aquaMeasure-671046,2,Temperature,4.22,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 08:58:55 AM,aquaMeasure-671046,2,Temperature,4.24,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 09:08:55 AM,aquaMeasure-671046,2,Temperature,4.22,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 09:18:55 AM,aquaMeasure-671046,2,Temperature,4.22,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 09:28:55 AM,aquaMeasure-671046,2,Temperature,4.18,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 09:38:55 AM,aquaMeasure-671046,2,Temperature,4.16,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 09:48:55 AM,aquaMeasure-671046,2,Temperature,4.1,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 09:58:55 AM,aquaMeasure-671046,2,Temperature,4.1,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 10:08:55 AM,aquaMeasure-671046,2,Temperature,4.06,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 10:18:55 AM,aquaMeasure-671046,2,Temperature,4.06,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 10:28:55 AM,aquaMeasure-671046,2,Temperature,4.04,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 10:38:55 AM,aquaMeasure-671046,2,Temperature,4.02,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 10:48:55 AM,aquaMeasure-671046,2,Temperature,4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 10:58:55 AM,aquaMeasure-671046,2,Temperature,3.94,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 11:08:55 AM,aquaMeasure-671046,2,Temperature,3.9,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 11:18:55 AM,aquaMeasure-671046,2,Temperature,3.86,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 11:28:55 AM,aquaMeasure-671046,2,Temperature,3.8,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 11:38:55 AM,aquaMeasure-671046,2,Temperature,3.78,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 11:48:55 AM,aquaMeasure-671046,2,Temperature,3.78,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 11:58:55 AM,aquaMeasure-671046,2,Temperature,3.74,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:08:55 PM,aquaMeasure-671046,2,Temperature,3.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:18:55 PM,aquaMeasure-671046,2,Temperature,3.66,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:28:55 PM,aquaMeasure-671046,2,Temperature,3.64,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:38:55 PM,aquaMeasure-671046,2,Temperature,3.62,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:48:55 PM,aquaMeasure-671046,2,Temperature,3.62,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 12:58:55 PM,aquaMeasure-671046,2,Temperature,3.6,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:08:55 PM,aquaMeasure-671046,2,Temperature,3.6,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:18:55 PM,aquaMeasure-671046,2,Temperature,3.58,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:28:55 PM,aquaMeasure-671046,2,Temperature,3.6,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:38:55 PM,aquaMeasure-671046,2,Temperature,3.58,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:48:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 01:58:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:08:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:18:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:28:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:38:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:48:55 PM,aquaMeasure-671046,2,Temperature,3.54,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 02:58:55 PM,aquaMeasure-671046,2,Temperature,3.54,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:08:55 PM,aquaMeasure-671046,2,Temperature,3.54,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:18:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:28:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:38:55 PM,aquaMeasure-671046,2,Temperature,3.54,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:48:55 PM,aquaMeasure-671046,2,Temperature,3.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 03:58:55 PM,aquaMeasure-671046,2,Temperature,3.62,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:08:55 PM,aquaMeasure-671046,2,Temperature,3.64,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:18:55 PM,aquaMeasure-671046,2,Temperature,3.64,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:28:55 PM,aquaMeasure-671046,2,Temperature,3.72,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:38:55 PM,aquaMeasure-671046,2,Temperature,3.78,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:48:55 PM,aquaMeasure-671046,2,Temperature,3.8,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 04:58:55 PM,aquaMeasure-671046,2,Temperature,3.8,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:08:55 PM,aquaMeasure-671046,2,Temperature,3.84,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:18:55 PM,aquaMeasure-671046,2,Temperature,3.86,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:28:55 PM,aquaMeasure-671046,2,Temperature,3.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:38:55 PM,aquaMeasure-671046,2,Temperature,3.92,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:48:55 PM,aquaMeasure-671046,2,Temperature,4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 05:58:55 PM,aquaMeasure-671046,2,Temperature,4.14,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:08:55 PM,aquaMeasure-671046,2,Temperature,4.16,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:18:55 PM,aquaMeasure-671046,2,Temperature,4.18,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:28:55 PM,aquaMeasure-671046,2,Temperature,4.16,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:38:55 PM,aquaMeasure-671046,2,Temperature,4.14,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.791,-65.911,2020-Sep-15 to 2021-Jul-08,2020/12/22 06:48:56 PM,aquaMeasure-671046,2,Temperature,4.12,degrees Celsius,fixed
